source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,Cancer
GO:BP,GO:0006261,DNA-templated DNA replication,0.001151624773628369,True,"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]",122,3150,71,11402,0.02253968253968254,0.5819672131147541,query_1,['GO:0006260'],"['MMS22L', 'RFC5', 'ZPR1', 'MCM10', 'STOML2', 'TIMELESS', 'PRIM1', 'CDC45', 'TOPBP1', 'TIPIN', 'ORC5', 'WDHD1', 'LIG3', 'POLA1', 'UPF1', 'GINS2', 'GINS3', 'SSBP1', 'POLE', 'CDC34', 'MGME1', 'RFC1', 'BLM', 'WRNIP1', 'TICRR', 'EME1', 'DSCC1', 'ORC6', 'THOC1', 'SMARCAL1', 'GMNN', 'RFC4', 'HMGA1', 'MCMBP', 'CDT1', 'ORC1', 'POLE3', 'RFC2', 'CHTF18', 'GINS1', 'BOD1L1', 'POLB', 'ATR', 'POLG2', 'LIG1', 'PRIM2', 'GINS4', 'SIRT7', 'ZNF830', 'RPAIN', 'TERF1', 'RRM1', 'POLD2', 'TONSL', 'WRN', 'RFWD3', 'DDX21', 'RAD51', 'MCM6', 'POLE2', 'NUCKS1', 'MCM7', 'MCM2', 'POLA2', 'PNKP', 'RFC3', 'CDC7', 'RECQL5', 'MCM9', 'POLD3', 'PCNA']","[['IMP', 'IBA'], ['IDA', 'IBA'], ['ISS'], ['IMP', 'IBA'], ['IMP'], ['IBA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IBA'], ['IBA', 'TAS'], ['IBA', 'TAS'], ['IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['NAS'], ['IMP', 'IBA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IBA'], ['IMP'], ['IMP', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IBA', 'TAS'], ['NAS'], ['IMP', 'IBA'], ['IDA', 'IBA'], ['IBA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['TAS'], ['ISS'], ['IDA', 'IBA', 'IC'], ['IBA'], ['IDA', 'ISS'], ['IDA'], ['IDA'], ['ISS', 'IBA'], ['IPI'], ['NAS'], ['IMP'], ['IDA', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IBA'], ['NAS'], ['IDA', 'IBA', 'TAS'], ['IMP'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IMP', 'ISS', 'IBA']]",LSCC
CORUM,CORUM:1099,DNA synthesome complex (17 subunits),0.00139431399600221,True,DNA synthesome complex (17 subunits),17,5442,16,11402,0.002940095553105476,0.9411764705882353,query_1,['CORUM:0000000'],"['PRIM1', 'POLA1', 'POLE', 'RFC1', 'TOP2A', 'POLE3', 'PRIM2', 'POLD2', 'POLE2', 'POLA2', 'POLD3', 'PCNA', 'TOP1', 'POLE4', 'POLD1', 'POLD4']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",LSCC
CORUM,CORUM:1111,DNA synthesome complex (17 subunits),0.00139431399600221,True,DNA synthesome complex (17 subunits),17,5442,16,11402,0.002940095553105476,0.9411764705882353,query_1,['CORUM:0000000'],"['PRIM1', 'POLA1', 'POLE', 'RFC1', 'TOP2A', 'POLE3', 'PRIM2', 'POLD2', 'POLE2', 'POLA2', 'POLD3', 'PCNA', 'TOP1', 'POLE4', 'POLD1', 'POLD4']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",LSCC
WP,WP:WP4752,Base excision repair,0.0014234440296132037,True,Base excision repair,29,5442,26,11402,0.004777655273796398,0.896551724137931,query_1,['WP:000000'],"['UNG', 'LIG3', 'POLE', 'PARP2', 'TDG', 'APEX2', 'POLE3', 'LIG1', 'NTHL1', 'SMUG1', 'POLD2', 'POLE2', 'MBD4', 'POLL', 'PNKP', 'MPG', 'POLD3', 'PCNA', 'FEN1', 'APEX1', 'MUTYH', 'POLE4', 'POLD1', 'OGG1', 'HMGB1', 'POLD4']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",LSCC
HPA,HPA:0471391,skin 2; cells in basal layer[≥Low],0.001436455190264717,True,skin 2; cells in basal layer[≥Low],891,1585,182,11402,0.11482649842271293,0.20426487093153758,query_1,['HPA:0470000'],"['BAG3', 'ADSL', 'SAR1B', 'FGFR3', 'ANXA1', 'LYPD3', 'KRT14', 'PRC1', 'S100A2', 'RFC5', 'GFM1', 'EIF5', 'KIF22', 'VDAC2', 'EIF4EBP1', 'C1QBP', 'KRT5', 'IDH3A', 'KRT6A', 'DSC3', 'NUDT8', 'DSC2', 'STOML2', 'SLC2A1', 'KPNB1', 'CA12', 'UBA2', 'TIMELESS', 'CENPF', 'USP16', 'HNRNPM', 'EZR', 'GCSH', 'COL17A1', 'MAPRE1', 'TRAP1', 'KRT15', 'KRT13', 'NSRP1', 'ATP2B1', 'DSG3', 'FAT2', 'TFDP1', 'S100A14', 'ACTL6A', 'CHMP1B', 'PKP1', 'KLF4', 'PPFIA3', 'TIMM44', 'SOX6', 'TXNL1', 'CDCP1', 'KRT8', 'KRT6C', 'CAPN1', 'SEC63', 'SYNCRIP', 'ETFB', 'SERPINB5', 'SLC1A5', 'ZC3H15', 'BAZ1B', 'STAT3', 'SDC4', 'PSAT1', 'TP63', 'NOLC1', 'KRTCAP3', 'NOL11', 'CDV3', 'CLCA2', 'TRA2B', 'BICD2', 'CACYBP', 'TFAP2C', 'RIOK1', 'SRSF7', 'ANXA2', 'FGFBP1', 'SOX15', 'EIF4A3', 'KIFC1', 'KIF11', 'MSN', 'TFAP2A', 'AKAP8', 'KRT75', 'TACO1', 'HAS3', 'SSBP1', 'TTF1', 'CALML3', 'LY6D', 'GYG1', 'EIF6', 'AURKB', 'DNAJB1', 'GRPEL1', 'NFKB2', 'CCNA2', 'HSPD1', 'GPC1', 'BAG1', 'PRDX6', 'ILF3', 'RFC1', 'HSP90AB1', 'CCNB1', 'S100A16', 'HEXIM1', 'CCT8', 'TOP2A', 'TYMS', 'DSG1', 'PAPOLA', 'RAD23B', 'TOLLIP', 'HSPE1', 'DLGAP5', 'ORC6', 'KRT6B', 'COQ9', 'DHRS3', 'VPS37B', 'DRAM2', 'APTX', 'MEIS2', 'ACAD9', 'MPHOSPH10', 'CSE1L', 'MLF2', 'RACGAP1', 'ZNF24', 'SUPT16H', 'RFC4', 'TFDP2', 'PPFIBP2', 'MDH2', 'CDC20', 'UGDH', 'C9orf78', 'ERGIC1', 'PRKDC', 'DNAJC9', 'P4HA2', 'BCAM', 'HMGA1', 'DNTTIP2', 'ANP32B', 'OCIAD2', 'RANBP1', 'HPRT1', 'GAPDH', 'NCL', 'BLVRB', 'DSG2', 'ATP1A1', 'KNSTRN', 'CDCA5', 'JUP', 'SDR16C5', 'DNAJB6', 'JAG1', 'LMAN1', 'KRT18', 'SHC1', 'FAM3C', 'PICALM', 'UBQLN2', 'SFPQ', 'KHDRBS1', 'ANLN', 'CDC37', 'HNRNPK', 'ZNF703', 'PPA1', 'HNRNPH2', 'TOMM22', 'VRK1', 'SUCLA2', 'MYH9']","[['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Approved'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced']]",LSCC
HPA,HPA:0471403,skin 2; cells in corneal layer[High],0.0019698446457831137,True,skin 2; cells in corneal layer[High],31,147,6,11402,0.04081632653061224,0.1935483870967742,query_1,['HPA:0471402'],"['KLK8', 'SERPINB4', 'LYPD3', 'S100A7', 'KRT6A', 'DSC3']","[['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced']]",LSCC
GO:MF,GO:0140097,"catalytic activity, acting on DNA",0.002299515569262597,True,"""Catalytic activity that acts to modify DNA."" [GOC:molecular_function_refactoring, GOC:pdt]",166,2068,67,11402,0.03239845261121857,0.4036144578313253,query_1,['GO:0140640'],"['DHX36', 'RFC5', 'CHD6', 'ERCC6L', 'SUPV3L1', 'CHD8', 'ALKBH4', 'MSH2', 'RAD54B', 'RBBP8', 'UNG', 'LIG3', 'POLA1', 'UPF1', 'DCLRE1A', 'DICER1', 'RAD51C', 'POLE', 'SMARCAD1', 'MGME1', 'RFC1', 'BLM', 'TOP2A', 'TATDN1', 'DNASE1L1', 'WRNIP1', 'DSCC1', 'RAD51D', 'APTX', 'ERCC4', 'BTAF1', 'PGBD5', 'RFC4', 'DNMT3A', 'HMGA1', 'DHX9', 'TOP3A', 'LIG4', 'TDG', 'APEX2', 'PTGES3', 'ERCC6', 'DNASE1L3', 'POLE3', 'RFC2', 'CHTF18', 'ALKBH2', 'ATAD5', 'SMARCA1', 'EXO1', 'DFFB', 'POLB', 'CHD1L', 'MSH6', 'DNMT3B', 'LIG1', 'NTHL1', 'TTF2', 'BPTF', 'TERF1', 'DDX3X', 'TDP2', 'SMUG1', 'TOP2B', 'ERCC5', 'SUB1', 'IGHMBP2']","[['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IMP'], ['IDA'], ['ISS'], ['IDA'], ['IDA', 'IBA', 'TAS'], ['IMP'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IBA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP'], ['IBA'], ['IBA', 'TAS'], ['IBA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IBA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IBA', 'TAS'], ['TAS'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IMP', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['TAS'], ['IDA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA', 'TAS'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IBA', 'TAS'], ['IMP'], ['IDA', 'IBA', 'TAS']]",LSCC
CORUM,CORUM:1003,RC complex (Replication competent complex),0.002364090110595584,True,RC complex (Replication competent complex),9,2877,8,11402,0.002780674313521029,0.8888888888888888,query_1,['CORUM:0000000'],"['RFC5', 'POLA1', 'CCNA2', 'RFC1', 'RFC4', 'RFC2', 'POLA2', 'RFC3']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",LSCC
KEGG,KEGG:03410,Base excision repair,0.0024273500228856305,True,Base excision repair,31,5442,27,11402,0.004961411245865491,0.8709677419354839,query_1,['KEGG:00000'],"['UNG', 'LIG3', 'POLE', 'PARP2', 'TDG', 'APEX2', 'POLE3', 'PARP3', 'LIG1', 'NTHL1', 'SMUG1', 'POLD2', 'POLE2', 'MBD4', 'POLL', 'MPG', 'POLD3', 'PCNA', 'FEN1', 'APEX1', 'MUTYH', 'NEIL1', 'POLE4', 'POLD1', 'OGG1', 'HMGB1', 'POLD4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]",LSCC
GO:CC,GO:0001533,cornified envelope,0.0026620957687925307,True,"""A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes)."" [GOC:add, PMID:11112355, PMID:11590230, PMID:15803139]",32,1488,20,11402,0.013440860215053764,0.625,query_1,['GO:0005886'],"['ANXA1', 'SPRR1B', 'SPRR2D', 'DSC3', 'DSC2', 'PKP2', 'DSG3', 'PKP1', 'IVL', 'RPTN', 'SPRR2F', 'SPRR1A', 'SPRR2G', 'SPRR3', 'DSG1', 'SPRR2A', 'DSG2', 'JUP', 'PI3', 'DSP']","[['IDA'], ['IDA', 'TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IDA', 'TAS'], ['IBA', 'TAS'], ['TAS', 'NAS'], ['IDA', 'TAS'], ['TAS', 'NAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['IDA', 'TAS'], ['IDA', 'TAS']]",LSCC
CORUM,CORUM:2183,Kaiso-NCOR complex,0.002817602578062033,True,Kaiso-NCOR complex,10,1715,7,11402,0.004081632653061225,0.7,query_1,['CORUM:0000000'],"['TBL1X', 'NCOR1', 'KIF11', 'KDM4A', 'ZBTB33', 'TBL1XR1', 'TRIM33']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",LSCC
CORUM,CORUM:5233,TNF-alpha/NF-kappa B signaling complex 5,0.0029287609430624652,True,TNF-alpha/NF-kappa B signaling complex 5,22,400,6,11402,0.015,0.2727272727272727,query_1,['CORUM:0000000'],"['LRPPRC', 'NFKB1', 'PDCD2', 'NFKBIB', 'RELA', 'POLR2H']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",LSCC
REAC,REAC:R-HSA-69205,G1/S-Specific Transcription,0.003359778746803752,True,G1/S-Specific Transcription,23,3297,19,11402,0.005762814680012132,0.8260869565217391,query_1,['REAC:R-HSA-69206'],"['CDC45', 'TFDP1', 'E2F6', 'POLA1', 'TK1', 'RRM2', 'TYMS', 'TFDP2', 'RBL1', 'CDT1', 'ORC1', 'CDK1', 'DHFR', 'RBL2', 'CCNE1', 'LIN9', 'PCNA', 'LIN54', 'E2F4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
REAC,REAC:R-HSA-69109,Leading Strand Synthesis,0.003423026274323091,True,Leading Strand Synthesis,14,3150,12,11402,0.0038095238095238095,0.8571428571428571,query_1,['REAC:R-HSA-69190'],"['RFC5', 'PRIM1', 'POLA1', 'RFC1', 'RFC4', 'RFC2', 'PRIM2', 'POLD2', 'POLA2', 'RFC3', 'POLD3', 'PCNA']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
REAC,REAC:R-HSA-69091,Polymerase switching,0.003423026274323091,True,Polymerase switching,14,3150,12,11402,0.0038095238095238095,0.8571428571428571,query_1,"['REAC:R-HSA-69109', 'REAC:R-HSA-69186']","['RFC5', 'PRIM1', 'POLA1', 'RFC1', 'RFC4', 'RFC2', 'PRIM2', 'POLD2', 'POLA2', 'RFC3', 'POLD3', 'PCNA']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
CORUM,CORUM:2203,BRD4-RFC complex,0.004501510581566988,True,BRD4-RFC complex,6,1511,5,11402,0.0033090668431502318,0.8333333333333334,query_1,['CORUM:0000000'],"['RFC5', 'RFC1', 'BRD4', 'RFC4', 'RFC2']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",LSCC
HPA,HPA:0460183,skin 1; cells in granular layer[High],0.004659283879745819,True,skin 1; cells in granular layer[High],213,1686,62,11402,0.036773428232502965,0.29107981220657275,query_1,['HPA:0460182'],"['SERPINB4', 'SAR1B', 'LYPD3', 'S100A7', 'BLMH', 'IDH3A', 'KRT6A', 'DSC3', 'SBSN', 'UBA2', 'HNRNPM', 'EZR', 'NSRP1', 'SDC1', 'DSG3', 'S100A14', 'SPINK5', 'KLF4', 'GRHL3', 'KRT6C', 'SERPINB5', 'IVL', 'SERPINB3', 'CLCA2', 'TRA2B', 'BICD2', 'SRSF7', 'FGFBP1', 'EIF4A3', 'AKAP8', 'DMKN', 'TTF1', 'A2ML1', 'GYG1', 'BAG1', 'ILF3', 'S100A16', 'HEXIM1', 'RAD23B', 'TMEM40', 'KRT6B', 'APTX', 'ACAD9', 'SUPT16H', 'TFDP2', 'PRKDC', 'HMGA1', 'GAPDH', 'NCL', 'JUP', 'SDR16C5', 'DSP', 'SFPQ', 'KHDRBS1', 'HNRNPK', 'CLDN4', 'HNRNPH2', 'TOMM22', 'MRPS9', 'TBL1XR1', 'EZH2', 'SAR1A']","[['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported']]",LSCC
REAC,REAC:R-HSA-141424,Amplification of signal from the kinetochores,0.004818590042725195,True,Amplification of signal from the kinetochores,84,2861,42,11402,0.014680181754631249,0.5,query_1,['REAC:R-HSA-69618'],"['INCENP', 'BUB1', 'ERCC6L', 'CENPF', 'MAPRE1', 'KIF2C', 'CLIP1', 'SKA1', 'PLK1', 'SPC24', 'MAD2L1', 'CENPU', 'KIF18A', 'AURKB', 'BUB1B', 'PPP2CB', 'TAOK1', 'NDC80', 'PPP2R5D', 'CDC20', 'SKA2', 'CENPO', 'SPC25', 'ZWINT', 'CENPQ', 'ZW10', 'NUF2', 'NUP107', 'CENPH', 'RCC2', 'CENPE', 'CLASP1', 'CENPC', 'ZWILCH', 'DYNC1LI1', 'NUP37', 'XPO1', 'KNTC1', 'CDCA8', 'CENPM', 'NUP85', 'PAFAH1B1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
REAC,REAC:R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.004818590042725195,True,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,84,2861,42,11402,0.014680181754631249,0.5,query_1,['REAC:R-HSA-141424'],"['INCENP', 'BUB1', 'ERCC6L', 'CENPF', 'MAPRE1', 'KIF2C', 'CLIP1', 'SKA1', 'PLK1', 'SPC24', 'MAD2L1', 'CENPU', 'KIF18A', 'AURKB', 'BUB1B', 'PPP2CB', 'TAOK1', 'NDC80', 'PPP2R5D', 'CDC20', 'SKA2', 'CENPO', 'SPC25', 'ZWINT', 'CENPQ', 'ZW10', 'NUF2', 'NUP107', 'CENPH', 'RCC2', 'CENPE', 'CLASP1', 'CENPC', 'ZWILCH', 'DYNC1LI1', 'NUP37', 'XPO1', 'KNTC1', 'CDCA8', 'CENPM', 'NUP85', 'PAFAH1B1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
REAC,REAC:R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,0.004946414030738525,True,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,7,1308,6,11402,0.0045871559633027525,0.8571428571428571,query_1,['REAC:R-HSA-1834949'],"['NFKB1', 'DHX36', 'RELA', 'NFKB2', 'IRF7', 'DHX9']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
CORUM,CORUM:160,Condensin II,0.004946992357509966,True,Condensin II,4,334,3,11402,0.008982035928143712,0.75,query_1,['CORUM:0000000'],"['NCAPD3', 'SMC2', 'SMC4']","[['CORUM'], ['CORUM'], ['CORUM']]",LSCC
WP,WP:WP4290,Metabolic reprogramming in colon cancer,0.0052799235753129125,True,Metabolic reprogramming in colon cancer,39,713,11,11402,0.015427769985974754,0.28205128205128205,query_1,['WP:000000'],"['IDH3A', 'SLC2A1', 'PGK1', 'PSPH', 'GLUD1', 'GOT2', 'SLC1A5', 'PSAT1', 'PYCR1', 'FH', 'DLST']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",LSCC
CORUM,CORUM:6414,RIPK1-FADD-caspase-8 complex,0.005397155558502199,True,RIPK1-FADD-caspase-8 complex,3,107,2,11402,0.018691588785046728,0.6666666666666666,query_1,['CORUM:0000000'],"['RIPK1', 'FADD']","[['CORUM'], ['CORUM']]",LSCC
