Gene,delta_correlation,Cancer
NIPA2,0.40564474356882607,Endometrial
NIPBL,0.6457484839888672,Endometrial
NIPSNAP1,0.23689240069353334,Endometrial
NIPSNAP2,0.693578910349677,Endometrial
NIPSNAP3A,0.4385042542650637,Endometrial
NISCH,0.22677144523526913,Endometrial
NIT1,1.0057014927242713,Endometrial
NIT2,0.7844054533586794,Endometrial
NKAP,0.371491030849015,Endometrial
NKAPD1,0.6093078258203268,Endometrial
NKIRAS1,-0.11338121068989962,Endometrial
NKIRAS2,0.19636778649358325,Endometrial
NKRF,0.7094693890911273,Endometrial
NKTR,0.37701920960910623,Endometrial
NLE1,1.0572257330557662,Endometrial
NLGN4X,0.8696289754771178,Endometrial
NLN,0.1369495936863162,Endometrial
NLRP2,0.7625219417425048,Endometrial
NLRX1,0.18798170980498935,Endometrial
NMD3,0.9301660615555458,Endometrial
NME1,0.8285891876111563,Endometrial
NME1-NME2,-0.1468640699146812,Endometrial
NME3,0.795314426030516,Endometrial
NME4,0.462438030630457,Endometrial
NME5,0.45777337314693634,Endometrial
NME6,0.10486489889037261,Endometrial
NME7,0.20171773113681657,Endometrial
NMI,0.33198940479501815,Endometrial
NMNAT1,0.4934397164444806,Endometrial
NMNAT3,0.15645946420086043,Endometrial
NMRAL1,0.26976267126189957,Endometrial
NMRK1,0.08282408475470127,Endometrial
NMT1,0.9317773772755399,Endometrial
NMT2,0.18732906952573014,Endometrial
NNMT,0.558165361021512,Endometrial
NNT,-0.18466775221076753,Endometrial
NOA1,0.3971206701164635,Endometrial
NOB1,0.44447778941090366,Endometrial
NOC2L,-0.07572207955407484,Endometrial
NOC3L,0.04113432425946972,Endometrial
NOC4L,0.059727630644615115,Endometrial
NOL10,0.6934282255476286,Endometrial
NOL11,-0.05741958645442696,Endometrial
NOL12,0.5954480022091714,Endometrial
NOL3,0.6325322885405635,Endometrial
NOL4L,0.5287963925627348,Endometrial
NOL6,0.13069394924260241,Endometrial
NOL7,0.16399796795471444,Endometrial
NOL8,0.44212675395552625,Endometrial
NOL9,0.29959189283532695,Endometrial
NOLC1,0.2652350432685028,Endometrial
NOM1,0.1496626593201224,Endometrial
NOMO1,0.21718354650397953,Endometrial
NONO,-0.04491354758335986,Endometrial
NOP10,-0.49942635254491474,Endometrial
NOP14,0.19179784090522584,Endometrial
NOP16,0.09167070195142016,Endometrial
NOP2,0.32030565568082303,Endometrial
NOP53,-0.30099840908351055,Endometrial
NOP56,0.4685452217833979,Endometrial
NOP58,-0.0518480034147743,Endometrial
NOP9,0.17600435478298043,Endometrial
NOS1AP,0.34188447230122004,Endometrial
NOS3,0.4725754033922128,Endometrial
NOSIP,0.6339931043341476,Endometrial
NOSTRIN,0.3185560588114743,Endometrial
NOTCH1,-0.04946775131021863,Endometrial
NOTCH2,-0.2707414596119688,Endometrial
NOTCH3,0.44199197863001416,Endometrial
NOTUM,0.6269955339784361,Endometrial
NOV,0.25165380280854466,Endometrial
NOVA1,-0.0534987159049406,Endometrial
NOVA2,0.28367200355865624,Endometrial
NOXA1,0.5387860027470317,Endometrial
NPAS3,0.7041912233138667,Endometrial
NPAT,0.09905369865422275,Endometrial
NPC1,0.11111110190060536,Endometrial
NPC2,0.7754213531638239,Endometrial
NPDC1,0.7087077851282996,Endometrial
NPEPL1,0.0050571139672696,Endometrial
NPEPPS,0.446241615177146,Endometrial
NPHP4,-0.014712423753956247,Endometrial
NPL,0.9593777264788685,Endometrial
NPLOC4,0.6488046192930829,Endometrial
NPM1,0.5152535361437095,Endometrial
NPM2,-0.3444430567579393,Endometrial
NPM3,0.9426953741905693,Endometrial
NPNT,0.34314671424010595,Endometrial
NPRL2,-0.006845858525322296,Endometrial
NPRL3,-0.20442487048685715,Endometrial
NPTN,-0.285551443285084,Endometrial
NPY,-0.014509436910835949,Endometrial
NQO1,0.7779932243901947,Endometrial
NQO2,0.319461441376291,Endometrial
NR1H2,-0.21489350578716054,Endometrial
NR2C1,0.5561986230154051,Endometrial
NR2C2,0.43043252419219213,Endometrial
NR2C2AP,0.03589895227235629,Endometrial
NR2F1,0.14417282025270706,Endometrial
NR2F2,0.8433039011744053,Endometrial
NR2F6,0.6579289504689421,Endometrial
NR3C1,0.7029354249267677,Endometrial
NR4A1,-0.16918514553874736,Endometrial
NRAS,0.2776159469454699,Endometrial
NRBF2,0.6139300653059827,Endometrial
NRBP1,0.1711111997196354,Endometrial
NRBP2,0.2490398248466852,Endometrial
NRCAM,0.26922611346736647,Endometrial
NRDC,1.0465829132127882,Endometrial
NRDE2,0.6106973551133947,Endometrial
NRF1,-0.4402672485003493,Endometrial
NRGN,-0.2820701366881835,Endometrial
NRIP1,0.016678732436348986,Endometrial
NRIP2,-0.18438912394323104,Endometrial
NRM,0.4085622624399826,Endometrial
NRP1,0.6994790829583284,Endometrial
NRP2,0.055962221031173875,Endometrial
NSA2,0.3725436947910738,Endometrial
NSD1,0.22797061312961645,Endometrial
NSD2,0.757662412126606,Endometrial
NSD3,1.1580645990394456,Endometrial
NSDHL,0.31382242478912525,Endometrial
NSF,0.20193839809113867,Endometrial
NSFL1C,0.6536720586867851,Endometrial
NSL1,0.3017618869068246,Endometrial
NSMAF,0.33227838613877725,Endometrial
NSMCE1,0.15116472971063968,Endometrial
NSMCE2,-0.06049284515064468,Endometrial
NSMCE3,0.15255977137216425,Endometrial
NSMCE4A,-0.44890427612959205,Endometrial
NSRP1,0.5303624655323471,Endometrial
NSUN2,1.0404684148432874,Endometrial
NSUN4,0.5683377157823116,Endometrial
NSUN5,0.2129937328932786,Endometrial
NSUN6,0.07826316399296845,Endometrial
NT5C,0.5385265191597637,Endometrial
NT5C2,0.261728128137933,Endometrial
NT5C3A,0.11201030977639681,Endometrial
NT5C3B,-0.3708827669097176,Endometrial
NT5DC1,0.04296133107974598,Endometrial
NT5DC2,0.5362644632117171,Endometrial
NT5DC3,0.23974920710195197,Endometrial
NT5E,0.2535903424855003,Endometrial
NTAN1,0.21158391713991065,Endometrial
NTHL1,0.5963664284308978,Endometrial
NTMT1,0.5968338836082194,Endometrial
NTN1,0.2410873209827985,Endometrial
NTN4,0.7264986694189343,Endometrial
NTPCR,0.7390841407831523,Endometrial
NUB1,0.602983982743842,Endometrial
NUBP1,0.7631752986454204,Endometrial
NUBP2,-0.4890274513618605,Endometrial
NUBPL,0.12011632126984445,Endometrial
NUCB1,0.2586203041783817,Endometrial
NUCB2,0.3300551239030547,Endometrial
NUCKS1,0.2235581758273072,Endometrial
NUDC,1.0185465910217628,Endometrial
NUDCD1,0.2725790304518657,Endometrial
NUDCD2,0.07997543806175289,Endometrial
NUDCD3,0.11464241961900445,Endometrial
NUDT1,1.043902380804365,Endometrial
NUDT12,0.5635713893160327,Endometrial
NUDT14,0.009540680196018614,Endometrial
NUDT15,0.4599620699324791,Endometrial
NUDT16,-0.0592554864705967,Endometrial
NUDT16L1,0.7153415729442598,Endometrial
NUDT18,0.42838651113479587,Endometrial
NUDT19,0.20722254030694848,Endometrial
NUDT2,-0.11886934752155875,Endometrial
NUDT21,0.15743671900382009,Endometrial
NUDT3,0.08352204327589025,Endometrial
NUDT4,0.13874047523408428,Endometrial
NUDT5,0.3103253953907654,Endometrial
NUDT6,0.50656776532797,Endometrial
NUDT8,0.9819382105267473,Endometrial
NUDT9,0.677798708398697,Endometrial
NUF2,0.7578772207869691,Endometrial
NUFIP2,0.6639858282485861,Endometrial
NUMA1,0.6376319916726888,Endometrial
NUMB,0.602391357663425,Endometrial
NUMBL,0.05095721859355551,Endometrial
NUP107,-0.13218596315821196,Endometrial
NUP133,-0.07225600688633416,Endometrial
NUP153,0.44751665824544057,Endometrial
NUP155,0.25117965630323225,Endometrial
NUP160,-0.08505828929505732,Endometrial
NUP188,0.10309367257527283,Endometrial
NUP205,0.18337298521687093,Endometrial
NUP210,0.33484794627710857,Endometrial
NUP214,0.967135000594193,Endometrial
NUP35,0.13472795971670126,Endometrial
NUP37,0.8478425382204832,Endometrial
NUP43,0.5374290075973535,Endometrial
NUP50,0.4676731131867528,Endometrial
NUP54,-0.33121283239843824,Endometrial
NUP58,0.4652616015054528,Endometrial
NUP62,0.019578156174322653,Endometrial
NUP85,0.020767562901405856,Endometrial
NUP88,-0.05511444284740255,Endometrial
NUP93,0.17672138734437293,Endometrial
NUP98,0.07898109734852066,Endometrial
NUPL2,0.5606765884528501,Endometrial
NUPR1,0.1689278853674899,Endometrial
NUSAP1,0.6722129652486436,Endometrial
NUTF2,0.367786925711455,Endometrial
NVL,0.46903434817951595,Endometrial
NXF1,0.15019120254739823,Endometrial
NXN,0.2918326401700921,Endometrial
NXT1,-0.23836527047772857,Endometrial
NXT2,0.7554857594178239,Endometrial
NYNRIN,0.676980068996387,Endometrial
OAF,0.3957688664897659,Endometrial
OARD1,0.04936567917781673,Endometrial
OAS1,0.6784160576780864,Endometrial
OAS2,0.3335322014667115,Endometrial
OAS3,0.31977826857630043,Endometrial
OASL,0.4552430652486297,Endometrial
OAT,0.6995932123319915,Endometrial
OBSL1,0.9262746237668373,Endometrial
OCIAD1,0.27245165633555696,Endometrial
OCIAD2,0.5606369933180165,Endometrial
OCLN,0.013487394052659751,Endometrial
OCRL,0.10688469669431266,Endometrial
ODF2,0.8227705701976852,Endometrial
ODF2L,0.4693025228195744,Endometrial
ODF3B,1.1020841667414865,Endometrial
ODR4,-0.37518394163165875,Endometrial
OFD1,0.09946035188573207,Endometrial
OGA,0.5123786929546833,Endometrial
OGDH,0.049360927636258295,Endometrial
OGDHL,0.5452795870824574,Endometrial
OGFOD1,0.20071243793785415,Endometrial
OGFOD2,0.8031292970699828,Endometrial
OGFOD3,-0.10496339127752657,Endometrial
OGFR,0.260103051442396,Endometrial
OGFRL1,-0.06883784455601683,Endometrial
OGN,0.20960164398604963,Endometrial
OGT,-0.09726562007882156,Endometrial
OLA1,0.4392745204904498,Endometrial
OLFM4,0.10082898697342468,Endometrial
OLFML1,0.24259751277739405,Endometrial
OLFML2A,0.2844581941843024,Endometrial
OLFML3,0.19350577958165194,Endometrial
OMA1,0.5871262801634303,Endometrial
OMD,0.1676480777955061,Endometrial
OPA1,0.36663964136654165,Endometrial
OPA3,0.08943605265355058,Endometrial
OPHN1,-0.23273300738763772,Endometrial
OPLAH,-0.0524566765189739,Endometrial
OPTN,0.1793382976569856,Endometrial
ORAI1,0.03044724616558135,Endometrial
ORC2,0.5173452511101414,Endometrial
ORC3,0.25559757928653654,Endometrial
ORC4,-0.2660815595237293,Endometrial
ORC5,0.08885687629309579,Endometrial
ORM1,0.7749570915450823,Endometrial
ORM2,0.7933849848187357,Endometrial
OS9,0.5804840868545034,Endometrial
OSBP,0.8435570568512103,Endometrial
OSBP2,0.3704661062931995,Endometrial
OSBPL10,-0.004904945883551726,Endometrial
OSBPL11,0.5585435170500338,Endometrial
OSBPL1A,0.04263977310225786,Endometrial
OSBPL2,0.7675861507002741,Endometrial
OSBPL3,0.6143963197244837,Endometrial
OSBPL5,0.4416744492909883,Endometrial
OSBPL7,0.5610594656655559,Endometrial
OSBPL8,0.21584567653745343,Endometrial
OSBPL9,0.3897355349645482,Endometrial
OSCP1,0.268844953083093,Endometrial
OSGEP,0.13315159439210458,Endometrial
OSGEPL1,0.1381283555055135,Endometrial
OSR2,0.15218875956819977,Endometrial
OSTC,-0.6681547198081965,Endometrial
OSTF1,0.47338525913091667,Endometrial
OSTM1,0.5221175103775241,Endometrial
OTUB1,0.4499147283296425,Endometrial
OTUD1,0.0009676544474096771,Endometrial
OTUD3,0.455105754139429,Endometrial
OTUD4,0.8021567039010136,Endometrial
OTUD5,0.2985680645298659,Endometrial
OTUD6B,0.447671026215555,Endometrial
OTUD7B,0.3907845389639269,Endometrial
OTULIN,0.2695490082391903,Endometrial
OTULINL,0.17293528653012036,Endometrial
OVCA2,1.2378661677014342,Endometrial
OVGP1,0.1474235964091407,Endometrial
OXA1L,0.1794626252704699,Endometrial
OXCT1,0.5943012283124238,Endometrial
OXR1,0.20314565259349726,Endometrial
OXSM,0.6453182705887092,Endometrial
OXSR1,0.44292572137726116,Endometrial
P2RX4,0.46028246354297964,Endometrial
P3H1,-0.06943605305350498,Endometrial
P3H3,0.15107092971652003,Endometrial
P3H4,-0.137074625924264,Endometrial
P4HA1,-0.05431422909137473,Endometrial
P4HA2,-0.030357003328253418,Endometrial
P4HB,0.1485705385734506,Endometrial
P4HTM,0.6783248896741826,Endometrial
PA2G4,0.30581031368173683,Endometrial
PAAF1,0.26580290777471194,Endometrial
PABPC1,0.15776289929647727,Endometrial
PABPC4,0.5637580134952537,Endometrial
PABPN1,0.2831870498953365,Endometrial
PACS1,0.9671114150248082,Endometrial
PACS2,-0.3268117519804642,Endometrial
PACSIN1,0.20550819835256295,Endometrial
PACSIN2,0.47455615790028677,Endometrial
PACSIN3,0.4298942217876615,Endometrial
PADI2,0.42941725333079456,Endometrial
PADI4,-0.028851114513126164,Endometrial
PAEP,-0.4023534217501972,Endometrial
PAF1,0.1267724592474042,Endometrial
PAFAH1B1,0.339395259629632,Endometrial
PAFAH1B2,0.33964834437953323,Endometrial
PAFAH1B3,0.400134620869979,Endometrial
PAFAH2,0.7561230290061898,Endometrial
PAG1,0.31367847262621984,Endometrial
PAGE4,-0.11104945605664152,Endometrial
PAGR1,0.2292928298197863,Endometrial
PAICS,0.17680149946816337,Endometrial
PAIP1,-0.2578153074392373,Endometrial
PAIP2,0.3667692954507185,Endometrial
PAIP2B,0.054137056929149385,Endometrial
PAK1,0.34962066529702673,Endometrial
PAK1IP1,0.13065394056489577,Endometrial
PAK2,0.25244199412955654,Endometrial
PAK4,0.8752443597303403,Endometrial
PALD1,0.9563893642958211,Endometrial
PALLD,0.017499854527093017,Endometrial
PALM,0.34022269379505765,Endometrial
PALM2,-0.19702282215301126,Endometrial
PALM2-AKAP2,-0.09138484542211378,Endometrial
PALM3,0.6561401329123895,Endometrial
PALMD,0.09847029069492041,Endometrial
PAM,0.1595115635123998,Endometrial
PAMR1,0.5501165582207356,Endometrial
PAN2,0.30311561186117797,Endometrial
PAN3,0.20036424340167508,Endometrial
PANK1,0.44516568174030813,Endometrial
PANK2,-0.18218991968868506,Endometrial
PANK4,0.4070822530955553,Endometrial
PAPLN,0.2977626192597529,Endometrial
PAPOLA,0.4772532671372417,Endometrial
PAPOLG,0.14042897392594023,Endometrial
PAPPA,0.060662450787722255,Endometrial
PAPSS1,0.03178134099708052,Endometrial
PAPSS2,0.1881738781416108,Endometrial
PAQR7,0.20635364204683104,Endometrial
PARD3,0.4511400843073577,Endometrial
PARD3B,0.5206742623570041,Endometrial
PARD6B,0.17180856924567445,Endometrial
PARD6G,-0.06734647923484482,Endometrial
PARG,0.19176100643902283,Endometrial
PARK7,0.8415880779187315,Endometrial
PARL,-0.05344394101318056,Endometrial
PARN,0.27604808125985547,Endometrial
PARP1,0.4763797623335665,Endometrial
PARP10,0.36510811136928756,Endometrial
PARP12,0.4390227089389706,Endometrial
PARP14,0.26976914774573446,Endometrial
PARP2,0.3314572045765372,Endometrial
PARP4,0.2445103744554141,Endometrial
PARP9,-0.021108390122980047,Endometrial
PARS2,0.17831380143348552,Endometrial
PARVA,-0.14384723045244863,Endometrial
PARVB,-0.45770465236137664,Endometrial
PARVG,0.6518334916891495,Endometrial
PASK,0.4961152751663203,Endometrial
PATJ,0.23875860508205243,Endometrial
PATL1,0.701338976120166,Endometrial
PATZ1,0.49999202256080244,Endometrial
PAWR,-0.231938325951904,Endometrial
PAX8,0.4762048230381392,Endometrial
PAXBP1,-0.2401165502877408,Endometrial
PAXIP1,0.6541286375878257,Endometrial
PAXX,0.41863784531610404,Endometrial
PBDC1,0.529533462274343,Endometrial
PBK,1.1076145066787992,Endometrial
PBLD,0.3109954792473939,Endometrial
PBRM1,0.465173873838167,Endometrial
PBX1,0.4661835297339838,Endometrial
PBX2,0.24298374520521931,Endometrial
PBX3,0.5058011022555211,Endometrial
PBXIP1,0.41890220071381185,Endometrial
PC,0.672227645093431,Endometrial
PCBD1,0.5040997107885705,Endometrial
PCBD2,0.16761443239507406,Endometrial
PCBP1,0.614390742619308,Endometrial
PCBP2,0.11599142619288311,Endometrial
PCBP3,-0.4078636538094417,Endometrial
PCBP4,0.20918670486027746,Endometrial
PCCA,0.16527488408541408,Endometrial
PCCB,0.16705990729779407,Endometrial
PCDH1,0.2868271811477523,Endometrial
PCDH19,0.18161738236736724,Endometrial
PCDH7,0.5551626207182802,Endometrial
PCDHGC3,-0.564713700651355,Endometrial
PCF11,-0.11204758704138729,Endometrial
PCGF1,0.2591018906362116,Endometrial
PCGF2,0.7066544947187583,Endometrial
PCGF5,0.633031604772265,Endometrial
PCGF6,0.6840439073933438,Endometrial
PCID2,0.2510938183043214,Endometrial
PCIF1,0.3734567444857809,Endometrial
PCK2,0.31867512670298037,Endometrial
PCM1,0.35610696483285526,Endometrial
PCMT1,-0.18409544509095616,Endometrial
PCMTD1,0.5703958625053333,Endometrial
PCMTD2,0.4779359309493983,Endometrial
PCNA,0.8286998735691434,Endometrial
PCNP,-0.05346208025761706,Endometrial
PCNT,-0.33875931698515854,Endometrial
PCOLCE,0.035611730484706894,Endometrial
PCP4,-0.3934336252833692,Endometrial
PCP4L1,0.5557242017053237,Endometrial
PCSK9,0.8636020459597332,Endometrial
PCTP,0.34308416912136536,Endometrial
PCYOX1,0.762131362665432,Endometrial
PCYOX1L,0.31428561614030437,Endometrial
PCYT1A,0.5954718272654449,Endometrial
PCYT2,0.33610660642705964,Endometrial
PDAP1,0.20476178694942415,Endometrial
PDCD10,-0.07108221190828151,Endometrial
PDCD11,0.0876161359054976,Endometrial
PDCD2,-0.04046539229955193,Endometrial
PDCD2L,0.4573183905724823,Endometrial
PDCD4,0.10658634985172688,Endometrial
PDCD5,0.4180563268927847,Endometrial
PDCD6,0.1946750185645223,Endometrial
PDCD6IP,0.8719817211634038,Endometrial
PDCL,0.16824443162752212,Endometrial
PDCL3,0.3309714344043518,Endometrial
PDE12,0.7174476428402738,Endometrial
PDE2A,0.17920781987664774,Endometrial
PDE3A,0.24404145101648234,Endometrial
PDE4D,0.20944817997759335,Endometrial
PDE4DIP,-0.18889388951890357,Endometrial
PDE5A,0.8970319098498375,Endometrial
PDE6D,0.02032326656711947,Endometrial
PDE8A,0.8970153802431151,Endometrial
PDF,0.4249044152553436,Endometrial
PDGFC,0.4297575942611943,Endometrial
PDGFRB,-0.011433892940043155,Endometrial
PDGFRL,0.4050093424855503,Endometrial
PDHA1,0.794992119610218,Endometrial
PDHA2,0.17208574007794764,Endometrial
PDHB,0.584129386938874,Endometrial
PDHX,0.2748872509704123,Endometrial
PDIA2,0.47298574724994213,Endometrial
PDIA3,0.6660102724002325,Endometrial
PDIA4,0.32486215297893817,Endometrial
PDIA5,0.20198367647601556,Endometrial
PDIA6,0.18949251747277318,Endometrial
PDK1,0.6382147846614725,Endometrial
PDK2,0.41004474399671065,Endometrial
PDK3,0.08308711440041983,Endometrial
PDLIM1,0.36266498624353827,Endometrial
PDLIM2,0.11951292436434646,Endometrial
PDLIM3,0.28480423178806247,Endometrial
PDLIM4,0.12223498915501185,Endometrial
PDLIM5,-0.09960672652823588,Endometrial
PDLIM7,-0.004623807002968938,Endometrial
PDP1,0.21319004972000247,Endometrial
PDPK1,0.1292526077513392,Endometrial
PDPR,0.5827756358073763,Endometrial
PDRG1,0.6681327805101607,Endometrial
PDS5A,0.374601292294572,Endometrial
PDS5B,0.10506323450002483,Endometrial
PDSS2,0.6832989814749778,Endometrial
PDXDC1,0.6613704464463693,Endometrial
PDXK,0.7521980049836563,Endometrial
PDXP,0.24505797856298953,Endometrial
PDZD11,-0.15389650483161613,Endometrial
PDZD8,0.9152791568666264,Endometrial
PDZK1,0.35910725700150314,Endometrial
PDZK1IP1,0.38564303342685186,Endometrial
PDZRN3,0.3854060890929069,Endometrial
PEA15,0.4725463912129132,Endometrial
PEAK1,0.002843693655709578,Endometrial
PEAR1,-0.07604205573256945,Endometrial
PEBP1,0.49911512759623505,Endometrial
PECAM1,-0.03224456692185207,Endometrial
PECR,0.7219516603016357,Endometrial
PEF1,0.10576989880576301,Endometrial
PEG10,0.4833911829815938,Endometrial
PELO,-0.010383579591378644,Endometrial
PELP1,0.4148448410519545,Endometrial
PEPD,0.4093338024300055,Endometrial
PER1,-0.5635676824149786,Endometrial
PES1,0.09954514912843965,Endometrial
PET100,0.5688758482243919,Endometrial
PET117,0.24554182453032233,Endometrial
PEX1,0.5567528636230953,Endometrial
PEX13,0.7643535797743124,Endometrial
PEX14,0.26902220297017115,Endometrial
PEX16,0.32934301302148017,Endometrial
PEX19,0.5482783673100651,Endometrial
PEX2,0.9125284987884406,Endometrial
PEX26,-0.04371338517800562,Endometrial
PEX3,0.6265992857022924,Endometrial
PEX5,-0.3171506289816687,Endometrial
PEX6,0.4455688330385632,Endometrial
PEX7,0.4598682455721095,Endometrial
PF4,-0.20320211766431567,Endometrial
PFAS,0.23442893249990882,Endometrial
PFDN1,0.25288729656422143,Endometrial
PFDN2,0.6496361075084649,Endometrial
PFDN4,0.019256039545984927,Endometrial
PFDN5,0.4254066446422752,Endometrial
PFDN6,0.37787679647242906,Endometrial
PFKFB2,0.5277798910465719,Endometrial
PFKFB3,0.5799394225912167,Endometrial
PFKFB4,0.45741073237300534,Endometrial
PFKL,0.5298417631968421,Endometrial
PFKM,0.29554710196339695,Endometrial
PFKP,0.407395550637875,Endometrial
PFN1,-0.32453184618757064,Endometrial
PFN2,0.07147842020207817,Endometrial
PGAM1,0.562721342048276,Endometrial
PGAM2,-0.27466579285246573,Endometrial
PGAM5,1.2406036101297198,Endometrial
PGAP1,0.37124081672632175,Endometrial
PGAP3,0.11064385765192541,Endometrial
PGD,0.08312014358855058,Endometrial
PGGHG,0.5198212269064241,Endometrial
PGGT1B,0.5088808634998082,Endometrial
PGK1,1.0168122377062367,Endometrial
PGK2,-0.343424046375809,Endometrial
PGLS,0.7246466052835998,Endometrial
PGLYRP1,0.2666965824271905,Endometrial
PGLYRP2,-0.3174207932051397,Endometrial
PGM1,-0.008999234041868531,Endometrial
PGM2,-0.02092332165080718,Endometrial
PGM2L1,0.451626355026074,Endometrial
PGM3,0.8454124138470747,Endometrial
PGM5,0.12371371773479523,Endometrial
PGP,-0.06529484970403066,Endometrial
PGPEP1,0.24067650108703614,Endometrial
PGR,-0.0431375111435115,Endometrial
PGRMC1,-0.26725848990956813,Endometrial
PGRMC2,-0.03919670482202922,Endometrial
PGS1,0.12141160956774094,Endometrial
PHACTR2,0.16010145490170719,Endometrial
PHACTR4,0.019035814211047553,Endometrial
PHAX,0.4012394832701454,Endometrial
PHB,0.8066277422270411,Endometrial
PHB2,0.3953922359864948,Endometrial
PHC1,0.44426784642519174,Endometrial
PHC2,0.12878662431361598,Endometrial
PHC3,0.8011721413901519,Endometrial
PHETA1,0.402966039007371,Endometrial
PHF1,-0.2768716536156407,Endometrial
PHF10,0.18225743908187558,Endometrial
PHF12,0.5263017686049304,Endometrial
PHF14,0.5511183658416721,Endometrial
PHF2,0.00819354888562257,Endometrial
PHF20,0.10150505613786365,Endometrial
PHF20L1,0.5126096543272081,Endometrial
PHF21A,0.28194004029281905,Endometrial
PHF23,0.7866912156073871,Endometrial
PHF3,0.48791254251029204,Endometrial
PHF5A,0.06357183401980629,Endometrial
PHF6,0.7205737722326389,Endometrial
PHF8,0.7458532725667042,Endometrial
PHGDH,0.09681914352753607,Endometrial
PHIP,-0.03681423519626048,Endometrial
PHKA1,0.4700344005626967,Endometrial
PHKA2,0.14772960167226243,Endometrial
PHKB,0.6017498683070468,Endometrial
PHKG2,0.4554024370505923,Endometrial
PHLDA1,0.2928284072370809,Endometrial
PHLDA3,0.21615236468918692,Endometrial
PHLDB1,0.2267498426541722,Endometrial
PHLDB2,0.6784989352623623,Endometrial
PHLDB3,1.0662774483751942,Endometrial
PHPT1,0.08302638910290222,Endometrial
PHRF1,0.5910789914143105,Endometrial
PHYH,0.4030686694589075,Endometrial
PHYHD1,0.19380495955601507,Endometrial
PHYHIPL,0.32056063945028446,Endometrial
PHYKPL,0.18435430380884932,Endometrial
PI16,-0.24144667641617584,Endometrial
PI3,0.6859192823267788,Endometrial
PI4K2A,0.31426169728659076,Endometrial
PI4K2B,0.5160921203578321,Endometrial
PI4KA,-0.28779203043580526,Endometrial
PI4KB,0.43085178799960094,Endometrial
PIAS1,0.37653771975115125,Endometrial
PIAS2,0.8260140551794004,Endometrial
PIAS4,0.10929726254806507,Endometrial
PIBF1,0.6399916756127323,Endometrial
PICALM,0.5320272403943206,Endometrial
PICK1,0.05807826308122832,Endometrial
PID1,-0.22969496523286614,Endometrial
PIGBOS1,0.638335266669133,Endometrial
PIGG,0.5663609742834911,Endometrial
PIGH,0.7217294894528342,Endometrial
PIGK,0.5150774004483786,Endometrial
PIGN,0.6347329244940538,Endometrial
PIGO,0.435911668059949,Endometrial
PIGQ,0.29042986353960115,Endometrial
PIGR,0.25004884783068226,Endometrial
PIGS,0.0903588534199444,Endometrial
PIGT,0.7467039072459722,Endometrial
PIGU,-0.06618792017085773,Endometrial
PIGX,0.3505570584883888,Endometrial
PIH1D1,0.5595287604656081,Endometrial
PIK3AP1,0.4771000876176553,Endometrial
PIK3C2A,0.8923847995884627,Endometrial
PIK3C2B,0.014007815506285548,Endometrial
PIK3C3,-0.0517548080462546,Endometrial
PIK3CA,0.3107339007905599,Endometrial
PIK3CB,0.8069009342426252,Endometrial
PIK3CD,0.3733637484615867,Endometrial
PIK3CG,0.12172580540840694,Endometrial
PIK3IP1,0.6140651074132947,Endometrial
PIK3R1,-0.08381939289565588,Endometrial
PIK3R2,0.39898226121587327,Endometrial
PIK3R4,0.17998399848269087,Endometrial
PIKFYVE,0.572335786034434,Endometrial
PIN1,0.24282726608542782,Endometrial
PIN4,-0.06856238595487718,Endometrial
PINX1,0.4554002382053754,Endometrial
PIP4K2A,0.6624974987292411,Endometrial
PIP4K2B,0.750362974992161,Endometrial
PIP4K2C,0.8962842216752103,Endometrial
PIP4P1,-0.22587241154800936,Endometrial
PIP4P2,0.04381475000377488,Endometrial
PIP5K1A,0.5234771822955934,Endometrial
PIP5K1C,-0.08394602651048963,Endometrial
PIR,0.2169269055490114,Endometrial
PISD,0.1952730658079922,Endometrial
PITHD1,0.3083176739280096,Endometrial
PITPNA,0.16859799136143327,Endometrial
PITPNB,0.7123905294132861,Endometrial
PITPNC1,1.232204521811357,Endometrial
PITPNM1,0.3768102868857424,Endometrial
PITPNM2,0.15615205723626363,Endometrial
PITRM1,0.46777298040783766,Endometrial
PJA1,0.007699358247476029,Endometrial
PJA2,0.37949307054586684,Endometrial
PKD2,0.13708792504297074,Endometrial
PKHD1L1,0.27627080714722385,Endometrial
PKIG,0.16773420530394956,Endometrial
PKLR,0.4805273145230639,Endometrial
PKM,1.0351060298319512,Endometrial
PKN1,0.31770770797499454,Endometrial
PKN2,0.6327092132500564,Endometrial
PKNOX1,0.21737254644335124,Endometrial
PKP2,0.3104641087093185,Endometrial
PKP3,0.5253200033743715,Endometrial
PKP4,0.23842785520215592,Endometrial
PLA2G12A,0.3941265501754049,Endometrial
PLA2G15,0.3714373095154239,Endometrial
PLA2G4A,0.6136455151503635,Endometrial
PLA2G6,0.8464117659027591,Endometrial
PLAA,0.3628517024522953,Endometrial
PLAC9,0.15194846531556316,Endometrial
PLAT,0.06096925793272312,Endometrial
PLAU,0.1391923797108362,Endometrial
PLAUR,0.6187546620166198,Endometrial
PLBD1,0.3589355225499066,Endometrial
PLBD2,0.5361278222605311,Endometrial
PLCB1,0.3371229006338703,Endometrial
PLCB2,0.18504547586992198,Endometrial
PLCB3,0.2876238300091143,Endometrial
PLCB4,0.29922138353879124,Endometrial
PLCD1,0.12152879220484603,Endometrial
